timestamp,cycle,event_type,resonance_type,resonance_value,scale,scale_name,complexity,complexity_name,total_nodes,total_modes,coherence,event_time_ms
2026-04-05T04:01:30.297018,1429,node_creation,0.1↔0.3,0.830,0.1,буквы/слоги,1,бытовой,219,282399,0.993,890297
2026-04-05T04:01:30.375020,1430,node_creation,0.3↔1.0,0.811,0.1,буквы/слоги,3,,220,282399,0.993,890375
2026-04-05T04:01:30.446014,1431,node_creation,0.1↔0.3,0.832,100.0,целые тексты,3,,221,282399,0.993,890446
2026-04-05T04:01:30.642042,1434,node_creation,0.1↔0.3,0.820,0.1,буквы/слоги,1,бытовой,222,282399,0.993,890642
2026-04-05T04:01:30.731227,1435,node_creation,0.3↔1.0,0.835,30.0,абзацы,3,,223,282399,0.993,890731
2026-04-05T04:01:31.001362,1440,node_creation,0.1↔0.3,0.809,10.0,предложения,3,,224,282399,0.993,891001
2026-04-05T04:01:31.384381,1447,node_creation,0.3↔1.0,0.829,1.0,слова,2,научный,225,282399,0.993,891384
2026-04-05T04:01:31.918676,1457,node_creation,0.1↔0.3,0.838,10.0,предложения,2,научный,226,282399,0.993,891918
2026-04-05T04:01:32.747328,1473,node_creation,0.1↔0.3,0.829,3.0,словосочетания,1,бытовой,227,282399,0.993,892747
2026-04-05T04:01:33.147088,1480,node_creation,0.3↔1.0,0.831,30.0,абзацы,2,научный,228,282399,0.993,893147
2026-04-05T04:01:33.449088,1485,node_creation,0.3↔1.0,0.814,0.1,буквы/слоги,4,метафорический,229,282399,0.993,893449
2026-04-05T04:01:33.958511,1495,node_creation,0.3↔1.0,0.823,100.0,целые тексты,1,бытовой,230,282399,0.993,893958
2026-04-05T04:01:34.120485,1498,node_creation,0.1↔0.3,0.830,3.0,словосочетания,3,,231,282399,0.993,894120
2026-04-05T04:01:34.382487,1503,node_creation,0.1↔0.3,0.830,1.0,слова,4,метафорический,232,282399,0.993,894382
2026-04-05T04:01:34.923271,1513,node_creation,0.1↔0.3,0.818,3.0,словосочетания,1,бытовой,233,282399,0.993,894923
2026-04-05T04:01:35.072267,1515,node_creation,0.3↔1.0,0.824,3.0,словосочетания,2,научный,234,282399,0.993,895073
2026-04-05T04:01:35.181263,1517,node_creation,0.1↔0.3,0.828,0.1,буквы/слоги,3,,235,282399,0.993,895181
2026-04-05T04:01:35.233270,1518,node_creation,0.1↔0.3,0.826,1.0,слова,2,научный,236,282399,0.993,895233
2026-04-05T04:01:35.844504,1530,node_creation,0.3↔1.0,0.829,1.0,слова,2,научный,237,282399,0.993,895844
2026-04-05T04:01:36.447479,1541,node_creation,0.3↔1.0,0.812,3.0,словосочетания,1,бытовой,238,282399,0.993,896447
2026-04-05T04:01:36.844819,1548,node_creation,0.3↔1.0,0.824,1.0,слова,3,,239,282399,0.993,896844
2026-04-05T04:01:37.327819,1556,node_creation,0.3↔1.0,0.834,0.3,буквы/слоги,1,бытовой,240,282399,0.993,897327
2026-04-05T04:01:38.113023,1570,node_creation,0.1↔0.3,0.809,0.1,буквы/слоги,1,бытовой,241,282399,0.993,898113
2026-04-05T04:01:38.316019,1572,node_creation,0.1↔0.3,0.819,1.0,слова,1,бытовой,242,282399,0.993,898316
2026-04-05T04:01:38.394019,1573,node_creation,0.3↔1.0,0.813,30.0,абзацы,2,научный,243,282399,0.993,898394
2026-04-05T04:01:38.653020,1578,node_creation,0.1↔0.3,0.810,0.1,буквы/слоги,3,,244,282399,0.993,898653
2026-04-05T04:01:38.881522,1582,node_creation,0.1↔0.3,0.823,30.0,абзацы,2,научный,245,282399,0.993,898881
2026-04-05T04:01:39.164522,1587,node_creation,0.1↔0.3,0.832,1.0,слова,4,метафорический,246,282399,0.993,899164
2026-04-05T04:01:39.303495,1589,node_creation,0.1↔0.3,0.829,30.0,абзацы,3,,247,282399,0.993,899304
2026-04-05T04:01:39.668177,1596,node_creation,0.1↔0.3,0.832,1.0,слова,2,научный,248,282399,0.993,899668
2026-04-05T04:01:39.910782,1600,node_creation,0.3↔1.0,0.816,30.0,абзацы,3,,249,282399,0.993,899910
2026-04-05T04:01:40.482782,1611,node_creation,0.1↔0.3,0.815,0.3,буквы/слоги,1,бытовой,250,282399,0.993,900482
2026-04-05T04:01:40.557753,1612,node_creation,0.3↔1.0,0.815,30.0,абзацы,3,,251,282399,0.993,900560
2026-04-05T04:01:40.636759,1613,node_creation,0.1↔0.3,0.827,10.0,предложения,2,научный,252,282399,0.993,900636
2026-04-05T04:01:40.980784,1619,node_creation,0.1↔0.3,0.814,100.0,целые тексты,2,научный,253,282399,0.993,900980
2026-04-05T04:01:41.531756,1629,node_creation,0.3↔1.0,0.822,30.0,абзацы,1,бытовой,254,282399,0.993,901531
2026-04-05T04:01:42.012556,1637,node_creation,0.1↔0.3,0.832,3.0,словосочетания,3,,255,282399,0.993,902012
2026-04-05T04:01:42.330530,1642,node_creation,0.1↔0.3,0.821,3.0,словосочетания,3,,256,282399,0.993,902330
2026-04-05T04:01:42.687162,1649,node_creation,0.3↔1.0,0.808,0.1,буквы/слоги,2,научный,257,282399,0.993,902687
2026-04-05T04:01:43.279780,1660,node_creation,0.3↔1.0,0.837,3.0,словосочетания,2,научный,258,282399,0.993,903279
2026-04-05T04:01:43.360774,1661,node_creation,0.1↔0.3,0.823,100.0,целые тексты,4,метафорический,259,282399,0.993,903360
2026-04-05T04:01:43.476799,1663,node_creation,0.1↔0.3,0.808,100.0,целые тексты,2,научный,260,282399,0.993,903476
2026-04-05T04:01:43.533772,1664,node_creation,0.1↔0.3,0.818,10.0,предложения,3,,261,282399,0.993,903533
2026-04-05T04:01:43.917669,1671,node_creation,0.3↔1.0,0.815,100.0,целые тексты,1,бытовой,262,282399,0.993,903917
2026-04-05T04:01:44.175668,1675,node_creation,0.3↔1.0,0.816,0.3,буквы/слоги,1,бытовой,263,282399,0.993,904175
2026-04-05T04:01:44.266665,1676,node_creation,0.1↔0.3,0.836,10.0,предложения,2,научный,264,282399,0.993,904266
2026-04-05T04:01:44.659688,1682,node_creation,0.3↔1.0,0.817,10.0,предложения,2,научный,265,282399,0.993,904659
2026-04-05T04:01:44.883395,1686,node_creation,0.1↔0.3,0.827,3.0,словосочетания,1,бытовой,266,282399,0.993,904883
2026-04-05T04:01:44.934366,1687,node_creation,0.1↔0.3,0.810,0.3,буквы/слоги,1,бытовой,267,282399,0.993,904934
2026-04-05T04:01:45.261395,1693,node_creation,0.1↔0.3,0.822,0.1,буквы/слоги,1,бытовой,268,282399,0.993,905261
2026-04-05T04:01:45.313367,1694,node_creation,0.3↔1.0,0.816,1.0,слова,2,научный,269,282399,0.993,905313
2026-04-05T04:01:45.433367,1696,node_creation,0.1↔0.3,0.824,30.0,абзацы,2,научный,270,282399,0.993,905433
2026-04-05T04:01:46.187835,1710,node_creation,0.1↔0.3,0.811,3.0,словосочетания,3,,271,282399,0.993,906187
2026-04-05T04:01:46.802092,1721,node_creation,0.1↔0.3,0.820,100.0,целые тексты,3,,272,282399,0.993,906802
2026-04-05T04:01:47.345091,1730,node_creation,0.1↔0.3,0.832,10.0,предложения,2,научный,273,282399,0.993,907345
2026-04-05T04:01:47.481088,1732,node_creation,0.1↔0.3,0.808,30.0,абзацы,1,бытовой,274,282399,0.993,907481
2026-04-05T04:01:47.560088,1733,node_creation,0.3↔1.0,0.831,0.1,буквы/слоги,3,,275,282399,0.993,907560
2026-04-05T04:01:47.629091,1734,node_creation,0.1↔0.3,0.824,3.0,словосочетания,3,,276,282399,0.993,907629
2026-04-05T04:01:47.955043,1740,node_creation,0.1↔0.3,0.827,1.0,слова,2,научный,277,282399,0.993,907955
2026-04-05T04:01:48.029014,1741,node_creation,0.3↔1.0,0.827,3.0,словосочетания,1,бытовой,278,282399,0.993,908029
2026-04-05T04:01:48.368043,1747,node_creation,0.3↔1.0,0.828,10.0,предложения,2,научный,279,282399,0.993,908368
2026-04-05T04:01:48.497015,1749,node_creation,0.3↔1.0,0.827,10.0,предложения,3,,280,282399,0.993,908497
2026-04-05T04:01:48.744638,1753,node_creation,0.1↔0.3,0.814,10.0,предложения,1,бытовой,281,282399,0.993,908744
2026-04-05T04:01:48.796097,1754,node_creation,0.3↔1.0,0.811,0.3,буквы/слоги,1,бытовой,282,282399,0.993,908796
2026-04-05T04:01:49.002122,1758,node_creation,0.3↔1.0,0.817,3.0,словосочетания,2,научный,283,282399,0.993,909002
2026-04-05T04:01:49.078099,1759,node_creation,0.1↔0.3,0.827,1.0,слова,2,научный,284,282399,0.993,909078
2026-04-05T04:01:49.212094,1761,node_creation,0.1↔0.3,0.832,0.3,буквы/слоги,3,,285,282399,0.993,909213
2026-04-05T04:01:49.858809,1773,node_creation,0.3↔1.0,0.834,30.0,абзацы,2,научный,286,282399,0.993,909858
2026-04-05T04:01:49.930786,1774,node_creation,0.3↔1.0,0.824,0.3,буквы/слоги,1,бытовой,287,282399,0.993,909931
2026-04-05T04:01:49.987787,1775,node_creation,0.1↔0.3,0.811,3.0,словосочетания,3,,288,282399,0.993,909987
2026-04-05T04:01:50.275809,1780,node_creation,0.1↔0.3,0.825,1.0,слова,2,научный,289,282399,0.993,910275
2026-04-05T04:01:50.446809,1783,node_creation,0.3↔1.0,0.817,1.0,слова,4,метафорический,290,282399,0.993,910446
2026-04-05T04:01:50.911106,1792,node_creation,0.3↔1.0,0.827,0.1,буквы/слоги,2,научный,291,282399,0.993,910911
2026-04-05T04:01:51.553106,1804,node_creation,0.1↔0.3,0.816,0.3,буквы/слоги,4,метафорический,292,282399,0.993,911553
2026-04-05T04:01:51.632085,1805,node_creation,0.3↔1.0,0.826,1.0,слова,3,,293,282399,0.993,911632
2026-04-05T04:01:51.878534,1809,node_creation,0.1↔0.3,0.819,0.1,буквы/слоги,3,,294,282399,0.993,911878
2026-04-05T04:01:52.007507,1811,node_creation,0.1↔0.3,0.833,30.0,абзацы,2,научный,295,282399,0.993,912007
2026-04-05T04:01:52.067504,1812,node_creation,0.1↔0.3,0.810,0.3,буквы/слоги,1,бытовой,296,282399,0.993,912067
2026-04-05T04:01:52.407507,1818,node_creation,0.1↔0.3,0.810,0.3,буквы/слоги,4,метафорический,297,282399,0.993,912407
2026-04-05T04:01:52.462505,1819,node_creation,0.3↔1.0,0.833,0.1,буквы/слоги,3,,298,282399,0.993,912462
2026-04-05T04:01:52.901833,1827,node_creation,0.1↔0.3,0.828,1.0,слова,2,научный,299,282399,0.993,912901
2026-04-05T04:01:53.252809,1833,node_creation,0.3↔1.0,0.825,100.0,целые тексты,1,бытовой,300,282399,0.993,913252
2026-04-05T04:01:53.970568,1847,node_creation,0.1↔0.3,0.809,3.0,словосочетания,4,метафорический,301,282399,0.993,913970
2026-04-05T04:01:54.229569,1851,node_creation,0.1↔0.3,0.823,1.0,слова,4,метафорический,302,282399,0.993,914229
2026-04-05T04:01:54.559569,1857,node_creation,0.1↔0.3,0.811,3.0,словосочетания,1,бытовой,303,282399,0.993,914559
2026-04-05T04:01:54.817893,1861,node_creation,0.1↔0.3,0.830,0.1,буквы/слоги,2,научный,304,282399,0.993,914817
2026-04-05T04:01:54.932863,1863,node_creation,0.3↔1.0,0.830,30.0,абзацы,1,бытовой,305,282399,0.993,914932
2026-04-05T04:01:55.461875,1873,node_creation,0.3↔1.0,0.824,10.0,предложения,3,,306,282399,0.993,915461
2026-04-05T04:01:55.524871,1874,node_creation,0.1↔0.3,0.811,0.1,буквы/слоги,3,,307,282399,0.993,915524
2026-04-05T04:01:55.792567,1878,node_creation,0.1↔0.3,0.828,3.0,словосочетания,2,научный,308,282399,0.993,915792
2026-04-05T04:01:55.959590,1881,node_creation,0.1↔0.3,0.819,0.1,буквы/слоги,1,бытовой,309,282399,0.993,915959
2026-04-05T04:01:56.907886,1899,node_creation,0.3↔1.0,0.825,10.0,предложения,2,научный,310,282399,0.993,916907
2026-04-05T04:01:56.958861,1900,node_creation,0.3↔1.0,0.831,30.0,абзацы,1,бытовой,311,282399,0.993,916958
2026-04-05T04:01:57.115865,1902,node_creation,0.3↔1.0,0.834,0.1,буквы/слоги,4,метафорический,312,282399,0.993,917115
2026-04-05T04:01:57.250862,1904,node_creation,0.1↔0.3,0.826,10.0,предложения,3,,313,282399,0.993,917250
2026-04-05T04:01:57.504863,1908,node_creation,0.1↔0.3,0.823,30.0,абзацы,3,,314,282399,0.993,917504
2026-04-05T04:01:59.243116,1942,node_creation,0.1↔0.3,0.827,0.1,буквы/слоги,4,метафорический,315,282399,0.993,919243
2026-04-05T04:01:59.687739,1949,node_creation,0.1↔0.3,0.808,1.0,слова,3,,316,282399,0.993,919687
2026-04-05T04:02:00.104377,1957,node_creation,0.1↔0.3,0.828,1.0,слова,1,бытовой,317,282399,0.993,920104
2026-04-05T04:02:00.378377,1962,node_creation,0.1↔0.3,0.830,0.3,буквы/слоги,3,,318,282399,0.993,920378
2026-04-05T04:02:00.430354,1963,node_creation,0.1↔0.3,0.834,10.0,предложения,1,бытовой,319,282399,0.993,920430
2026-04-05T04:02:00.545348,1965,node_creation,0.1↔0.3,0.831,30.0,абзацы,2,научный,320,282399,0.993,920545
2026-04-05T04:02:00.936923,1972,node_creation,0.1↔0.3,0.837,10.0,предложения,2,научный,321,282399,0.993,920936
2026-04-05T04:02:01.110923,1975,node_creation,0.3↔1.0,0.811,10.0,предложения,1,бытовой,322,282399,0.993,921110
2026-04-05T04:02:01.161897,1976,node_creation,0.1↔0.3,0.813,3.0,словосочетания,1,бытовой,323,282399,0.993,921161
2026-04-05T04:02:01.489923,1982,node_creation,0.1↔0.3,0.810,1.0,слова,2,научный,324,282399,0.993,921489
2026-04-05T04:02:01.623898,1984,node_creation,0.3↔1.0,0.831,30.0,абзацы,3,,325,282399,0.993,921623
2026-04-05T04:02:01.798662,1987,node_creation,0.3↔1.0,0.819,3.0,словосочетания,1,бытовой,326,282399,0.993,921798
2026-04-05T04:02:02.064662,1992,node_creation,0.1↔0.3,0.832,1.0,слова,4,метафорический,327,282399,0.993,922064
2026-04-05T04:02:02.179634,1994,node_creation,0.3↔1.0,0.820,100.0,целые тексты,2,научный,328,282399,0.993,922179
2026-04-05T04:02:02.246634,1995,node_creation,0.3↔1.0,0.817,0.3,буквы/слоги,1,бытовой,329,282399,0.993,922246
2026-04-05T04:02:02.333636,1996,node_creation,0.1↔0.3,0.809,3.0,словосочетания,3,,330,282399,0.993,922333
2026-04-05T04:02:02.850960,2006,node_creation,0.3↔1.0,0.824,3.0,словосочетания,1,бытовой,331,282399,0.993,922850
2026-04-05T04:02:03.088961,2010,node_creation,0.1↔0.3,0.821,0.1,буквы/слоги,1,бытовой,332,282399,0.993,923088
2026-04-05T04:02:03.610936,2020,node_creation,0.1↔0.3,0.816,100.0,целые тексты,3,,333,282399,0.993,923610
2026-04-05T04:02:03.678327,2021,node_creation,0.3↔1.0,0.815,0.3,буквы/слоги,2,научный,334,282399,0.993,923678
2026-04-05T04:02:03.850086,2024,node_creation,0.3↔1.0,0.836,0.1,буквы/слоги,2,научный,335,282399,0.993,923850
2026-04-05T04:02:04.623061,2039,node_creation,0.3↔1.0,0.821,3.0,словосочетания,1,бытовой,336,282399,0.993,924623
2026-04-05T04:02:04.863531,2043,node_creation,0.3↔1.0,0.813,3.0,словосочетания,1,бытовой,337,282399,0.993,924863
2026-04-05T04:02:04.928506,2044,node_creation,0.1↔0.3,0.833,30.0,абзацы,3,,338,282399,0.993,924928
2026-04-05T04:02:04.997502,2045,node_creation,0.3↔1.0,0.824,3.0,словосочетания,3,,339,282399,0.993,924997
2026-04-05T04:02:05.115502,2047,node_creation,0.3↔1.0,0.830,100.0,целые тексты,1,бытовой,340,282399,0.993,925160
2026-04-05T04:02:05.469531,2050,node_creation,0.3↔1.0,0.822,0.3,буквы/слоги,1,бытовой,341,282399,0.993,925469
2026-04-05T04:02:05.581502,2052,node_creation,0.3↔1.0,0.816,3.0,словосочетания,3,,342,282399,0.993,925581
2026-04-05T04:02:05.707636,2054,node_creation,0.3↔1.0,0.831,0.3,буквы/слоги,2,научный,343,282399,0.993,925707
2026-04-05T04:02:06.000856,2059,node_creation,0.3↔1.0,0.810,3.0,словосочетания,1,бытовой,344,282399,0.993,926000
2026-04-05T04:02:06.051828,2060,node_creation,0.1↔0.3,0.835,100.0,целые тексты,2,научный,345,282399,0.993,926051
2026-04-05T04:02:06.105827,2061,node_creation,0.1↔0.3,0.816,100.0,целые тексты,3,,346,282399,0.993,926105
2026-04-05T04:02:06.247827,2063,node_creation,0.1↔0.3,0.827,30.0,абзацы,1,бытовой,347,282399,0.993,926247
2026-04-05T04:02:07.063169,2078,node_creation,0.3↔1.0,0.816,0.1,буквы/слоги,3,,348,282399,0.993,927063
2026-04-05T04:02:07.172145,2079,node_creation,0.1↔0.3,0.830,0.3,буквы/слоги,1,бытовой,349,282399,0.993,927172
2026-04-05T04:02:07.358169,2082,node_creation,0.3↔1.0,0.811,1.0,слова,3,,350,282399,0.993,927358
2026-04-05T04:02:07.725853,2089,node_creation,0.1↔0.3,0.836,30.0,абзацы,3,,351,282399,0.993,927725
2026-04-05T04:02:07.818828,2090,node_creation,0.3↔1.0,0.830,30.0,абзацы,1,бытовой,352,282399,0.993,927818
2026-04-05T04:02:08.372516,2100,node_creation,0.1↔0.3,0.830,3.0,словосочетания,3,,353,282399,0.993,928372
2026-04-05T04:02:08.460491,2101,node_creation,0.1↔0.3,0.826,10.0,предложения,1,бытовой,354,282399,0.993,928460
2026-04-05T04:02:09.370806,2118,node_creation,0.1↔0.3,0.809,0.1,буквы/слоги,3,,355,282399,0.993,929370
2026-04-05T04:02:10.373569,2137,node_creation,0.1↔0.3,0.836,100.0,целые тексты,1,бытовой,356,282399,0.993,930373
2026-04-05T04:02:10.437546,2138,node_creation,0.1↔0.3,0.837,10.0,предложения,3,,357,282399,0.993,930437
2026-04-05T04:02:11.197791,2152,node_creation,0.1↔0.3,0.813,30.0,абзацы,2,научный,358,282399,0.993,931197
2026-04-05T04:02:11.520816,2158,node_creation,0.3↔1.0,0.830,0.1,буквы/слоги,2,научный,359,282399,0.993,931520
2026-04-05T04:02:11.908556,2164,node_creation,0.1↔0.3,0.816,0.3,буквы/слоги,3,,360,282399,0.993,931908
2026-04-05T04:02:12.247556,2170,node_creation,0.3↔1.0,0.820,0.1,буквы/слоги,3,,361,282399,0.993,932247
2026-04-05T04:02:12.392528,2172,node_creation,0.1↔0.3,0.817,3.0,словосочетания,3,,362,282399,0.993,932393
2026-04-05T04:02:12.667760,2177,node_creation,0.1↔0.3,0.830,0.1,буквы/слоги,2,научный,363,282399,0.993,932667
2026-04-05T04:02:12.986842,2183,node_creation,0.3↔1.0,0.835,10.0,предложения,3,,364,282399,0.993,932986
2026-04-05T04:02:13.090841,2185,node_creation,0.1↔0.3,0.811,30.0,абзацы,1,бытовой,365,282399,0.993,933090
2026-04-05T04:02:13.366865,2190,node_creation,0.1↔0.3,0.811,100.0,целые тексты,3,,366,282399,0.993,933366
2026-04-05T04:02:13.686495,2196,node_creation,0.1↔0.3,0.837,1.0,слова,3,,367,282399,0.993,933686
2026-04-05T04:02:13.943356,2201,node_creation,0.3↔1.0,0.830,30.0,абзацы,3,,368,282399,0.993,933943
2026-04-05T04:02:13.995358,2202,node_creation,0.1↔0.3,0.813,100.0,целые тексты,1,бытовой,369,282399,0.993,933995
2026-04-05T04:02:14.476375,2211,node_creation,0.1↔0.3,0.816,30.0,абзацы,1,бытовой,370,282399,0.993,934476
2026-04-05T04:02:14.527346,2212,node_creation,0.1↔0.3,0.812,0.1,буквы/слоги,2,научный,371,282399,0.993,934527
2026-04-05T04:02:15.508644,2231,node_creation,0.1↔0.3,0.809,30.0,абзацы,3,,372,282399,0.993,935508
2026-04-05T04:02:15.667644,2234,node_creation,0.1↔0.3,0.821,0.3,буквы/слоги,2,научный,373,282399,0.993,935667
2026-04-05T04:02:16.197948,2244,node_creation,0.1↔0.3,0.815,0.3,буквы/слоги,1,бытовой,374,282399,0.993,936197
2026-04-05T04:02:16.351950,2247,node_creation,0.1↔0.3,0.821,0.1,буквы/слоги,2,научный,375,282399,0.993,936351
2026-04-05T04:02:16.816653,2256,node_creation,0.1↔0.3,0.816,0.3,буквы/слоги,1,бытовой,376,282399,0.993,936816
2026-04-05T04:02:17.073654,2261,node_creation,0.3↔1.0,0.812,1.0,слова,3,,377,282399,0.993,937073
2026-04-05T04:02:17.304653,2265,node_creation,0.1↔0.3,0.827,3.0,словосочетания,2,научный,378,282399,0.993,937304
2026-04-05T04:02:17.519653,2269,node_creation,0.3↔1.0,0.811,1.0,слова,3,,379,282399,0.993,937519
